#                                                                      --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name               accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#       ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Aga_CPAP1-B2                -          CPAP1.aln            -            2.2e-54  181.7   0.5   2.2e-54  181.7   0.5   2.6   1   1   0   2   2   1   1 -
Foc_CPAP1_8                 -          CPAP1.aln            -            1.1e-51  172.9   5.7   1.1e-51  172.9   5.7   3.6   1   1   1   2   2   1   1 -
Cfe_CPAP1-B2                -          CPAP1.aln            -            2.7e-50  168.3   1.1   2.7e-50  168.3   1.1   2.9   1   1   1   2   2   1   1 -
Bmo_CPAP1-A                 -          CPAP1.aln            -            6.4e-50  167.0   1.8     7e-50  166.9   1.8   1.0   1   0   0   1   1   1   1 -
Bmo_CPAP1-B2                -          CPAP1.aln            -            1.2e-49  166.2   6.8   1.2e-49  166.2   6.8   2.2   1   1   1   2   2   1   1 -
Foc_CPAP1_5                 -          CPAP1.aln            -            1.7e-49  165.7   4.5   1.8e-49  165.5   4.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPAP1-B                 -          CPAP1.aln            -            1.8e-49  165.6   0.1   2.2e-49  165.3   0.1   1.0   1   0   0   1   1   1   1 -
Cfe_CPAP1-B                 -          CPAP1.aln            -            2.1e-49  165.3   0.5   2.3e-49  165.2   0.5   1.1   1   0   0   1   1   1   1 -
Nlu_CPAP1-B                 -          CPAP1.aln            -            2.8e-49  165.0   0.1   3.4e-49  164.7   0.1   1.0   1   0   0   1   1   1   1 -
Tca_CPAP1-B                 -          CPAP1.aln            -            9.9e-49  163.2   0.9   1.1e-48  163.1   0.9   1.0   1   0   0   1   1   1   1 -
Foc_CPAP1_7                 -          CPAP1.aln            -            1.1e-48  163.0   0.2   1.2e-48  162.9   0.2   1.1   1   0   0   1   1   1   1 -
Dma_A0A164K434              -          CPAP1.aln            -            1.2e-48  162.9   0.0   1.4e-48  162.7   0.0   1.1   1   0   0   1   1   1   1 | Dusky-like
Nlu_CPAP1-A                 -          CPAP1.aln            -            1.5e-48  162.6   1.3   1.6e-48  162.4   1.3   1.0   1   0   0   1   1   1   1 -
Nlu_CPAP1-F                 -          CPAP1.aln            -            1.7e-48  162.4   5.0   1.7e-48  162.4   5.0   1.3   1   1   0   1   1   1   1 -
Foc_CPAP1_12                -          CPAP1.aln            -            1.9e-48  162.2   0.0   1.9e-48  162.2   0.0   5.7   1   1   1   2   2   1   1 -
Tca_CPAP1-A                 -          CPAP1.aln            -            2.6e-48  161.8   0.6   3.2e-48  161.5   0.6   1.1   1   0   0   1   1   1   1 -
Cfe_CPAP1-A                 -          CPAP1.aln            -            3.4e-48  161.4   1.5   3.5e-48  161.4   1.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPAP1-C                 -          CPAP1.aln            -            3.5e-47  158.1  10.9   5.5e-47  157.4  10.9   1.3   1   0   0   1   1   1   1 -
Tca_CPAP1-C                 -          CPAP1.aln            -            3.6e-47  158.1   5.8     5e-47  157.6   5.8   1.1   1   0   0   1   1   1   1 -
Aga_CPAP1-A                 -          CPAP1.aln            -            5.1e-47  157.6   6.2   5.6e-47  157.4   6.2   1.0   1   0   0   1   1   1   1 -
Cfe_CPAP1-F                 -          CPAP1.aln            -            7.5e-47  157.0   7.5   7.8e-47  156.9   7.5   1.0   1   0   0   1   1   1   1 -
Foc_CPAP1_1                 -          CPAP1.aln            -            8.1e-47  156.9   4.3   9.4e-47  156.7   4.3   1.0   1   0   0   1   1   1   1 -
Aga_CPAP1-B1                -          CPAP1.aln            -            9.1e-47  156.7  12.5   9.4e-47  156.7  11.1   1.6   1   1   1   2   2   2   1 -
Tca_CPAP1-F                 -          CPAP1.aln            -              2e-46  155.6   4.3     2e-46  155.6   4.3   1.0   1   0   0   1   1   1   1 -
Foc_CPAP1_11                -          CPAP1.aln            -            3.5e-46  154.8   8.8   5.5e-46  154.2   8.8   1.3   1   0   0   1   1   1   1 -
Aga_CPAP1-J                 -          CPAP1.aln            -            6.2e-46  154.0   2.6   7.2e-46  153.8   2.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPAP1-L                 -          CPAP1.aln            -            1.2e-45  153.1  25.6   1.8e-45  152.5  25.6   1.3   1   1   0   1   1   1   1 -
Lmi_Obst-F                  -          CPAP1.aln            -            3.3e-45  151.6   7.0   4.1e-45  151.3   7.0   1.0   1   0   0   1   1   1   1 -
Lmi_Obst-H                  -          CPAP1.aln            -            4.8e-45  151.1   0.6   5.6e-45  150.9   0.6   1.1   1   0   0   1   1   1   1 -
Dma_A0A164LPA0              -          CPAP1.aln            -            6.5e-45  150.6   3.0     9e-45  150.2   3.0   1.3   1   0   0   1   1   1   1 -
Nlu_CPAP1-J                 -          CPAP1.aln            -            4.8e-43  144.5  31.7   4.8e-43  144.5  31.7   4.8   1   1   1   2   2   1   1 -
Aga_CPAP1-F                 -          CPAP1.aln            -            1.5e-42  142.9   2.1   1.9e-42  142.6   2.1   1.1   1   0   0   1   1   1   1 -
Bmo_CPAP1-F                 -          CPAP1.aln            -            2.6e-42  142.1   2.5   3.1e-42  141.9   2.5   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P6FAA3              -          CPAP1.aln            -            5.8e-42  141.0   7.3   5.8e-42  141.0   7.3   3.0   1   1   1   2   2   1   1 -
Dma_A0A162SQV9              -          CPAP1.aln            -            1.1e-41  140.1   0.1   1.1e-41  140.1   0.1   3.8   2   1   0   2   2   1   1 -
Cfe_CPAP1-C                 -          CPAP1.aln            -            4.1e-41  138.2  19.3   2.8e-40  135.5  19.3   1.9   1   1   0   1   1   1   1 -
Nlu_CPAPn-10                -          CPAP1.aln            -            7.5e-41  137.3 105.4   1.9e-09   34.4   5.6  10.2   2   2   7   9   9   9   8 -
Foc_CPAP1_10                -          CPAP1.aln            -            2.8e-40  135.4  19.2   2.8e-40  135.4  19.2   2.8   1   1   0   2   2   1   1 -
Foc_CPAP1_14                -          CPAP1.aln            -            1.2e-39  133.3  28.0   1.2e-39  133.3  28.0   2.1   1   1   1   2   2   1   1 -
Foc_CPAP1_13                -          CPAP1.aln            -            1.5e-39  133.1   5.1     2e-39  132.7   5.1   1.0   1   0   0   1   1   1   1 -
Dma_A0A162SJG6              -          CPAP1.aln            -              2e-39  132.7   0.1     2e-39  132.7   0.1   3.3   1   1   1   2   2   1   1 -
Dme_JS                      -          CPAP1.aln            -            8.6e-38  127.3  46.1     4e-36  121.8  46.4   2.1   1   1   0   1   1   1   1 -
Tca_CPAP1-H                 -          CPAP1.aln            -            1.3e-37  126.8  35.9   1.3e-37  126.8  35.9   2.6   1   1   1   2   2   1   1 -
Nlu_CPAP1-O                 -          CPAP1.aln            -            1.3e-37  126.7  34.8   1.3e-37  126.7  34.8   3.1   1   1   1   2   2   1   1 -
Nlu_CPAP1-C                 -          CPAP1.aln            -            1.7e-37  126.3  61.1   2.4e-35  119.3  61.1   2.8   1   1   0   1   1   1   1 -
Aga_CPAP1-O                 -          CPAP1.aln            -            2.2e-37  126.0   9.0   2.2e-37  126.0   9.0   2.7   1   1   1   2   2   1   1 -
Aga_CPAP1-C                 -          CPAP1.aln            -              4e-37  125.1  49.4   5.1e-36  121.5  48.4   2.2   1   1   0   1   1   1   1 -
Cfe_CPAP1-H                 -          CPAP1.aln            -            4.3e-37  125.0  32.7   4.3e-37  125.0  32.7   3.3   1   1   0   2   2   1   1 -
Cfe_CPAP1-K                 -          CPAP1.aln            -            4.7e-37  124.9   2.3   4.7e-37  124.9   2.3   2.0   1   1   1   2   2   1   1 -
Bmo_CPAP1-O                 -          CPAP1.aln            -            9.2e-37  123.9  66.9   3.2e-33  112.3  66.9   2.9   1   1   0   1   1   1   1 -
Bmo_CPAP1-N                 -          CPAP1.aln            -            1.2e-36  123.6   0.1   1.2e-36  123.5   0.1   1.1   1   0   0   1   1   1   1 -
Cfe_CPAP1-N                 -          CPAP1.aln            -            3.2e-36  122.1   0.6   3.3e-36  122.1   0.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPAP1-K                 -          CPAP1.aln            -            3.7e-36  121.9  21.4   1.7e-35  119.7  21.4   1.9   1   1   0   1   1   1   1 -
Foc_CPAP1_2                 -          CPAP1.aln            -            5.1e-36  121.5   0.2   5.1e-36  121.5   0.2   1.0   1   0   0   1   1   1   1 -
Cfe_CPAP1-G                 -          CPAP1.aln            -            5.2e-36  121.5  24.5   8.6e-36  120.7  24.5   1.4   1   1   0   1   1   1   1 -
Nlu_CPAP1-P                 -          CPAP1.aln            -            1.6e-35  119.9   1.5   1.9e-35  119.6   1.5   1.0   1   0   0   1   1   1   1 -
Aga_CPAP1-K_iso1            -          CPAP1.aln            -            2.2e-35  119.4  18.8   4.5e-34  115.1  18.9   2.3   1   1   0   1   1   1   1 -
Tca_CPAP1-D                 -          CPAP1.aln            -            4.2e-35  118.5   3.1     5e-35  118.2   3.1   1.0   1   0   0   1   1   1   1 -
Aga_CPAP1-K_iso2            -          CPAP1.aln            -            4.4e-35  118.4  19.2   5.9e-34  114.7  18.9   2.3   1   1   0   1   1   1   1 -
Nlu_CPAP1-N                 -          CPAP1.aln            -            4.8e-35  118.3   1.8   4.8e-35  118.3   1.8   1.9   1   1   1   2   2   2   1 -
Cfe_CPAP1-I                 -          CPAP1.aln            -            6.1e-35  117.9  36.8   6.1e-35  117.9  36.8   3.2   1   1   2   3   3   1   1 -
Bmo_CPAP1-M                 -          CPAP1.aln            -            2.2e-34  116.1  60.5   2.1e-31  106.4  60.6   2.2   1   1   0   1   1   1   1 -
Bmo_CPAP1-J                 -          CPAP1.aln            -            2.3e-34  116.0  85.8   1.8e-29  100.0  85.8   3.8   1   1   0   1   1   1   1 -
Nlu_CPAP1-L                 -          CPAP1.aln            -            2.8e-34  115.8  62.7   2.8e-33  112.5  62.7   2.1   1   1   0   1   1   1   1 -
Nlu_CPAP1-E_iso1            -          CPAP1.aln            -            3.6e-34  115.4   7.2     4e-34  115.3   7.2   1.0   1   0   0   1   1   1   1 -
Cfe_CPAP1-J                 -          CPAP1.aln            -            7.4e-34  114.4  84.5     5e-29   98.6  84.5   3.4   1   1   0   1   1   1   1 -
