#                                                                      --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name               accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#       ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Bmo_CPG42                   -          CPG.aln              -            3.1e-24   83.5  63.5     3e-23   80.3  63.5   2.2   1   1   0   1   1   1   1 -
Cfe_Unigene14806-CPLCP      -          CPG.aln              -            8.3e-22   75.6  10.6   2.5e-21   74.1   7.4   2.0   2   0   0   2   2   2   1 -
Foc_CPG5                    -          CPG.aln              -            1.6e-21   74.7  10.6   1.2e-17   62.0   2.4   2.3   2   0   0   2   2   2   2 -
Bmo_CPG30                   -          CPG.aln              -              6e-21   72.8   0.0   7.9e-21   72.4   0.0   1.1   1   0   0   1   1   1   1 -
Bmo_CPG19                   -          CPG.aln              -            6.2e-19   66.2  48.8   8.1e-19   65.8  48.8   1.0   1   0   0   1   1   1   1 -
Bmo_CPG28                   -          CPG.aln              -            4.1e-17   60.3  46.7   4.6e-17   60.1  46.7   1.0   1   0   0   1   1   1   1 -
Bmo_CPG24                   -          CPG.aln              -            6.9e-17   59.5   0.0   6.9e-17   59.5   0.0   1.1   1   0   0   1   1   1   1 -
Bmo_CPG27                   -          CPG.aln              -            1.2e-16   58.7  54.9   1.7e-16   58.3  54.9   1.2   1   0   0   1   1   1   1 -
Bmo_CPG25                   -          CPG.aln              -            4.8e-16   56.8  32.0   5.1e-16   56.7  32.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPG4                    -          CPG.aln              -            7.4e-15   52.9  28.9   7.4e-12   43.1  28.9   2.3   1   1   0   1   1   1   1 -
Bmo_CPG21                   -          CPG.aln              -            8.6e-15   52.7  15.5   9.3e-15   52.6  15.5   1.1   1   0   0   1   1   1   1 -
Bmo_CPG3                    -          CPG.aln              -            9.5e-15   52.6  45.9   1.2e-14   52.2  45.9   1.2   1   0   0   1   1   1   1 -
Bmo_CPG7                    -          CPG.aln              -            4.4e-14   50.4   0.4   4.4e-14   50.4   0.4   1.1   1   0   0   1   1   1   1 -
Bmo_CPG31                   -          CPG.aln              -            4.8e-14   50.3   0.0   8.7e-14   49.4   0.0   1.5   1   1   0   1   1   1   1 -
Bmo_CPG10                   -          CPG.aln              -            5.1e-14   50.2  52.1   5.1e-14   50.2  52.1   2.1   1   1   1   2   2   1   1 -
Bmo_CPG12                   -          CPG.aln              -              2e-12   44.9   0.0     3e-12   44.4   0.0   1.6   1   1   0   1   1   1   1 -
Bmo_CPG8                    -          CPG.aln              -            3.1e-12   44.3   8.3   3.5e-12   44.2   8.3   1.2   1   0   0   1   1   1   1 -
Bmo_CPG46                   -          CPG.aln              -            3.6e-12   44.1   0.0     6e-12   43.4   0.0   1.4   1   1   0   1   1   1   1 -
Foc_CPLCP4                  -          CPG.aln              -            2.4e-11   41.5  16.8   3.8e-10   37.6   2.3   2.1   2   0   0   2   2   2   2 -
Dma_A0A164ZRB3              -          CPG.aln              -            2.5e-11   41.4  35.8   3.3e-11   41.0  35.8   1.2   1   0   0   1   1   1   1 -
Foc_CPLCP16                 -          CPG.aln              -            3.1e-11   41.1   8.8   3.1e-11   41.1   8.8   3.2   2   1   1   3   3   1   1 -
